"node","mass","abundance","biomass","group","mode","efficiency","growth","mte","mte.2","mte.3","new","new.2","new.3"
"Achnanthes",1.3e-07,6710651.996,0.87238475948,"plant","basal",0.55009894392139,4.16398727240788,0.0122120991736881,0.0147218534476169,0.0106536492003838,0.0273524539898356,0.0471330487030952,0.0238618639951105
"Chaetocladius sp.",0.013121482,424,5.563508368,"invertebrate","collector gatherer",0.907884210090657,NA,0.000221034019102176,0.000266459548835882,0.00122972461488763,0.000275644885048171,0.000373418229427421,0.0015335526245619
"Cocconeis",9.945e-07,29275694.46,29.11467814047,"plant","basal",0.55009894392139,3.53760903474953,0.00601329790027847,0.00724911329048984,0.175075232929372,0.0121453287988275,0.0200580072070277,0.353607338888043
"Diatoma",1.07e-08,23278632.62,0.249081369034,"plant","basal",0.55009894392139,5.09861534627372,0.0291351750713734,0.0351228541032135,0.00725702929382294,0.0740871795616619,0.134498596604261,0.0184537361130865
"Epithemia",7.07e-06,6597941.349,46.64744533743,"plant","basal",0.55009894392139,3.02909765743273,0.00303755181930881,0.00366181047888602,0.141694032450819,0.00555302148408972,0.00880282539676021,0.25903426613665
"Eukiefferiella minor",0.008746389,464,4.058324496,"invertebrate","collector gatherer",0.907884210090657,NA,0.000254561853957261,0.000306877814699294,0.00103309460766193,0.000324068367476675,0.000442751755846049,0.00131517459410932
"FPOM",1,1,1,"detritus","basal",0.161388976825442,0,4.8884266969442e-05,5.89306558997557e-05,4.8884266969442e-05,4.89116263884841e-05,6.05287106008462e-05,4.89116263884841e-05
"Fragilaria",1.0465e-07,105680997.1,11.059516346515,"plant","basal",0.55009894392139,4.23745272084297,0.0131701517239005,0.0158767989683453,0.14565550827656,0.029825270483529,0.0516274406332508,0.32985306645182
"Gomphonema",3.15933e-07,10352028.89,3.27054754330437,"plant","basal",0.55009894392139,3.87711216607796,0.0089642142936063,0.0108064835722792,0.029317889035608,0.0191919289385373,0.0324635126170828,0.0627681160412051
"Limnophora riparia",0.314774669,120,37.77296028,"invertebrate","predator",0.907884210090657,NA,7.31068421115898e-05,8.81313032491412e-05,0.00276146184327731,7.75735493304975e-05,9.83432772883373e-05,0.0029301825976395
"Limoniinae indet.",0.267722293,4,1.070889172,"invertebrate","collector gatherer",0.907884210090657,NA,7.73465117559435e-05,9.32422832930115e-05,8.28295419314106e-05,8.27503671702807e-05,0.000105261393783229,8.86164721816779e-05
"Meridion",3.98e-08,2764735.865,0.110036487427,"plant","basal",0.55009894392139,4.58205358109209,0.0184407410730977,0.0222305668896402,0.00202915437323447,0.043864168448148,0.0774769730069872,0.00482665901994045
"Micropsectra atrofasciata",0.053230185,212,11.28479922,"invertebrate","collector gatherer",0.907884210090657,NA,0.000135738084132845,0.000163634126569293,0.00153177702594662,0.000157646333811031,0.000207410548714752,0.00177900722482658
"Oligochaeta indet.",0.052717591,20076,1058.358356916,"invertebrate","collector gatherer",0.907884210090657,NA,0.000136196182316494,0.000164186370227684,0.144144367734717,0.000158256176776063,0.0002082549728973,0.167491747224523
"Procladius islandicus",0.534709769,4,2.138839076,"invertebrate","collector gatherer",0.907884210090657,NA,6.0790299571402e-05,7.32835418873061e-05,0.000130020668165061,6.2790631906321e-05,7.87265153051774e-05,0.000134299057127972
"Radix balthica",0.306518497,4988,1528.914263036,"invertebrate","scraper",0.907884210090657,NA,7.3786541435589e-05,8.89506901288285e-05,0.112813295620969,7.84006087628273e-05,9.94469498295473e-05,0.119867808968192
"Rhoicosphenia",8.82e-08,1718088.489,0.1515354047298,"plant","basal",0.55009894392139,4.29634600137046,0.0139781822662279,0.0168508908960438,0.00211818950709975,0.0319314685579317,0.0554709825500939,0.00483874801154306
"Rhopalodia",1.71e-06,2549743.879,4.36006203309,"plant","basal",0.55009894392139,3.38841445841403,0.00497912473258638,0.00600240331887218,0.0217092927045693,0.00978332569735193,0.0159753388942234,0.0426559069303779
"Salmo trutta",4405.90141,0.133333333,587.4535198647,"fish","predator",0.907884210090657,NA,2.6325163711955e-06,3.17353467769851e-06,0.00154648100836024,1.71955885481887e-06,1.78599162315974e-06,0.00101016090187786
"Simulium aureum",0.236530612,896,211.931428352,"invertebrate","filter feeder",0.907884210090657,NA,8.07554981167593e-05,9.73518632182209e-05,0.017114628063162,8.69431510809823e-05,0.000110881180456175,0.0184259861940163
"Simulium vittatum",0.163208059,848,138.400434032,"invertebrate","filter feeder",0.907884210090657,NA,9.18926181643001e-05,0.000110777814550296,0.012717978238276,0.000100816971311895,0.000129574879099111,0.013953112587358
"Synedra",5.04e-06,2829942.883,14.26291213032,"plant","basal",0.55009894392139,3.11084285701328,0.0034174566072288,0.00411979092371048,0.0487428832980859,0.00635592745488706,0.0101470727301883,0.0906540347957426
"Thienemanniella sp.",0.022324188,12,0.267890256,"invertebrate","collector gatherer",0.907884210090657,NA,0.000183696359602754,0.000221448486985694,4.92104648002498e-05,0.000222978003663499,0.000298736768397454,5.97336344837837e-05
