autoID,link.citation,link.methodology,interactionType,interaction.dimensionality,interaction.classification,conTaxonomy,con.taxonomy.level,con.common,con.lifestage,con.metabolic.type,con.movement.type,con.size.citation,con.size.method,con.length.min.cm.,con.length.mean.cm.,con.length.max.cm.,con.mass.min.g.,conMassMean,con.mass.max.g.,resTaxonomy,res.taxonomy.level,res.common,res.lifestage,res.metabolic.type,res.movement.type,res.size.citation,res.size.method,res.length.min.cm.,res.length.mean.cm.,res.length.max.cm.,res.mass.min.g.,resMassMean,res.mass.max.g.,geographic.location,longitude,latitude,ecosystem.type,study.site,altitude,depth,sampling.time,sampling.start.year,sampling.end.year,notes,foodwebName,bodyMassRatio
214478,Mendonca et al. (2018),,herbivorous,3D  ,ibi,Gammaridae,family,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0009,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,England,-4.127006,50.357325,marine,Intertidal rocky pools,-999.0,-999.0,,,,,MBP1,9.0
214479,Mendonca et al. (2018),,herbivorous,,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,England,-4.127006,50.357325,marine,Intertidal rocky pools,-999.0,-999.0,,,,,MBP1,10.0
214480,Mendonca et al. (2018),,herbivorous,,ibi,Polychaeta,class,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,England,-4.127006,50.357325,marine,Intertidal rocky pools,-999.0,-999.0,,,,,MBP1,2.0
214481,Mendonca et al. (2018),,herbivorous,,ibi,Austrominius modestus,species,New-Zealand barnacle,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,England,-4.127006,50.357325,marine,Intertidal rocky pools,-999.0,-999.0,,,,,MBP1,10.0
214482,Mendonca et al. (2018),,herbivorous,,ibi,Harparticoida,order,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0002,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,England,-4.127006,50.357325,marine,Intertidal rocky pools,-999.0,-999.0,,,,,MBP1,2.0
214483,Mendonca et al. (2018),,herbivorous,,ibi,Ostracoda,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,England,-4.127006,50.357325,marine,Intertidal rocky pools,-999.0,-999.0,,,,,MBP1,10.0
214484,Mendonca et al. (2018),,herbivorous,,ibi,Membranipora membranaceae,species,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,England,-4.127006,50.357325,marine,Intertidal rocky pools,-999.0,-999.0,,,,,MBP1,100.0
214485,Mendonca et al. (2018),,herbivorous,,ibi,Cumacea,order,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,England,-4.127006,50.357325,marine,Intertidal rocky pools,-999.0,-999.0,,,,,MBP1,2.0
214486,Mendonca et al. (2018),,predacious,3D  ,ibi,Procerodes littoralis,species,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.01,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,England,-4.127006,50.357325,marine,Intertidal rocky pools,-999.0,-999.0,,,,,MBP1,10.0
214487,Mendonca et al. (2018),,predacious,3D  ,ibi,Gammaridae,family,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0009,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,England,-4.127006,50.357325,marine,Intertidal rocky pools,-999.0,-999.0,,,,,MBP1,0.8999999999999999
