autoID,link.citation,link.methodology,interactionType,interaction.dimensionality,interaction.classification,conTaxonomy,con.taxonomy.level,con.common,con.lifestage,con.metabolic.type,con.movement.type,con.size.citation,con.size.method,con.length.min.cm.,con.length.mean.cm.,con.length.max.cm.,con.mass.min.g.,conMassMean,con.mass.max.g.,resTaxonomy,res.taxonomy.level,res.common,res.lifestage,res.metabolic.type,res.movement.type,res.size.citation,res.size.method,res.length.min.cm.,res.length.mean.cm.,res.length.max.cm.,res.mass.min.g.,resMassMean,res.mass.max.g.,geographic.location,longitude,latitude,ecosystem.type,study.site,altitude,depth,sampling.time,sampling.start.year,sampling.end.year,notes,foodwebName,bodyMassRatio
220139,Mendonca et al. (2018),,predacious,2D,ibi,Polychaeta,class,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,Polychaeta,class,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,Canada,-68.230795,48.612351,marine,Intertidal rocky pools,-999.0,-999.0,,,,,SF1I1,1.0
220140,Mendonca et al. (2018),,herbivorous,,ibi,Polychaeta,class,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Canada,-68.230795,48.612351,marine,Intertidal rocky pools,-999.0,-999.0,,,,,SF1I1,2.0
220141,Mendonca et al. (2018),,herbivorous,,ibi,Mytilus sp.,genus,,,invertebrate,sessile,,,-999,-999.0,-999,-999,1.63,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Canada,-68.230795,48.612351,marine,Intertidal rocky pools,-999.0,-999.0,,,,,SF1I1,16299.999999999998
220142,Mendonca et al. (2018),,herbivorous,,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Canada,-68.230795,48.612351,marine,Intertidal rocky pools,-999.0,-999.0,,,,,SF1I1,10.0
220143,Mendonca et al. (2018),,herbivorous,,ibi,Fabricia stellaris,species,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.0002,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Canada,-68.230795,48.612351,marine,Intertidal rocky pools,-999.0,-999.0,,,,,SF1I1,2.0
220144,Mendonca et al. (2018),,predacious,3D  ,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Canada,-68.230795,48.612351,marine,Intertidal rocky pools,-999.0,-999.0,,,,,SF1I1,1.0
220145,Mendonca et al. (2018),,predacious,3D  ,ibi,Oligochaeta,,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Canada,-68.230795,48.612351,marine,Intertidal rocky pools,-999.0,-999.0,,,,,SF1I1,0.2
220146,Mendonca et al. (2018),,predacious,3D  ,ibi,Mytilus sp.,genus,,,invertebrate,sessile,,,-999,-999.0,-999,-999,1.63,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Canada,-68.230795,48.612351,marine,Intertidal rocky pools,-999.0,-999.0,,,,,SF1I1,1629.9999999999998
220147,Mendonca et al. (2018),,predacious,3D  ,ibi,Gammarus oceanicus,species,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.1856,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Canada,-68.230795,48.612351,marine,Intertidal rocky pools,-999.0,-999.0,,,,,SF1I1,185.6
220148,Mendonca et al. (2018),,herbivorous,2D,ibi,Polychaeta,class,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,Ulvaria obscura,species,,,primary producer,sessile,,,-999,-999.0,-999,-999,0.000228,-999,Canada,-68.230795,48.612351,marine,Intertidal rocky pools,-999.0,-999.0,,,,,SF1I1,0.8771929824561403
