autoID,link.citation,link.methodology,interactionType,interaction.dimensionality,interaction.classification,conTaxonomy,con.taxonomy.level,con.common,con.lifestage,con.metabolic.type,con.movement.type,con.size.citation,con.size.method,con.length.min.cm.,con.length.mean.cm.,con.length.max.cm.,con.mass.min.g.,conMassMean,con.mass.max.g.,resTaxonomy,res.taxonomy.level,res.common,res.lifestage,res.metabolic.type,res.movement.type,res.size.citation,res.size.method,res.length.min.cm.,res.length.mean.cm.,res.length.max.cm.,res.mass.min.g.,resMassMean,res.mass.max.g.,geographic.location,longitude,latitude,ecosystem.type,study.site,altitude,depth,sampling.time,sampling.start.year,sampling.end.year,notes,foodwebName,bodyMassRatio
201179,Mendonca et al. (2018),,predacious,3D  ,ibi,Insecta,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0006,-999,Insecta,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0006,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,1.0
201180,Mendonca et al. (2018),,predacious,3D  ,ibi,Turbellaria,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0008,-999,Insecta,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0006,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,1.3333333333333337
201181,Mendonca et al. (2018),,predacious,3D  ,ibi,Atherina boyeri,species,Big-scale sand smelt,,ectotherm vertebrate,swimming,,,-999,-999.0,-999,-999,0.01,-999,Insecta,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0006,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,16.666666666666668
201182,Mendonca et al. (2018),,predacious,3D  ,ibi,Polychaeta,class,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0035,-999,Insecta,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0006,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,5.833333333333334
201183,Mendonca et al. (2018),,predacious,3D  ,ibi,Palaemon longirostris,species,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.102,-999,Insecta,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0006,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,170.0
201184,Mendonca et al. (2018),,predacious,3D  ,ibi,Gobius niger,species,Black goby,,ectotherm vertebrate,swimming,,,-999,-999.0,-999,-999,0.2,-999,Insecta,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0006,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,333.33333333333337
201185,Mendonca et al. (2018),,predacious,3D  ,ibi,Gobius paganellus,species,Rock goby,,ectotherm vertebrate,swimming,,,-999,-999.0,-999,-999,0.285,-999,Insecta,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0006,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,475.0
201186,Mendonca et al. (2018),,herbivorous,,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,10.0
201187,Mendonca et al. (2018),,herbivorous,3D  ,ibi,Gammaridae,family,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0004,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,4.0
201188,Mendonca et al. (2018),,herbivorous,,ibi,Turbellaria,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0008,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,8.0
201189,Mendonca et al. (2018),,herbivorous,,ibi,Caprella sp.,genus,skeleton shrimps,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,2.0
201190,Mendonca et al. (2018),,herbivorous,,ibi,Atherina boyeri,species,Big-scale sand smelt,,ectotherm vertebrate,swimming,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,100.0
201191,Mendonca et al. (2018),,herbivorous,,ibi,Musculus costulatus,species,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.0085,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Portugal,-9.485945,38.710015,marine,Intertidal rocky pools,-999.0,-999.0,,,,,CR1P2,85.0
