autoID,link.citation,link.methodology,interaction.type,interaction.dimensionality,interaction.classification,con.taxonomy,con.taxonomy.level,con.common,con.lifestage,con.metabolic.type,con.movement.type,con.size.citation,con.size.method,con.length.min.cm.,con.length.mean.cm.,con.length.max.cm.,con.mass.min.g.,con.mass.mean.g.,con.mass.max.g.,res.taxonomy,res.taxonomy.level,res.common,res.lifestage,res.metabolic.type,res.movement.type,res.size.citation,res.size.method,res.length.min.cm.,res.length.mean.cm.,res.length.max.cm.,res.mass.min.g.,res.mass.mean.g.,res.mass.max.g.,geographic.location,longitude,latitude,ecosystem.type,study.site,altitude,depth,sampling.time,sampling.start.year,sampling.end.year,notes,foodweb.name
208365,Mendonca et al. (2018),,herbivorous,,ibi,Didemnum granulatum,species,ascidian,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208366,Mendonca et al. (2018),,herbivorous,,ibi,Phallusia nigra,species,Tunicate,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208367,Mendonca et al. (2018),,herbivorous,,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208368,Mendonca et al. (2018),,herbivorous,,ibi,Polychaeta,class,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0003,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208369,Mendonca et al. (2018),,herbivorous,3D  ,ibi,Gammaridae,family,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.0005,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208370,Mendonca et al. (2018),,predacious,2D,ibi,Pagurus sp.,genus,hermit crab,,invertebrate,walking,,,-999,-999.0,-999,-999,0.48,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208371,Mendonca et al. (2018),,predacious,2D,ibi,Fissurella rosea,species,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0018,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208372,Mendonca et al. (2018),,predacious,2D,ibi,Stramonita haemastoma,species,red-mouthed rock shell or the Florida dog winkle,,invertebrate,walking,,,-999,-999.0,-999,-999,2.388,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208373,Mendonca et al. (2018),,predacious,2D,ibi,Olivancillaria sp.,,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.133,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208374,Mendonca et al. (2018),,predacious,2D,ibi,Eulithidium affine,species,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0009,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208375,Mendonca et al. (2018),,predacious,3D  ,ibi,Didemnum granulatum,species,ascidian,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208376,Mendonca et al. (2018),,predacious,3D  ,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208377,Mendonca et al. (2018),,predacious,3D  ,ibi,Phallusia nigra,species,Tunicate,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
208378,Mendonca et al. (2018),,predacious,3D  ,ibi,Oligochaeta,,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0004,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (CE),-39.230302,-3.23772,marine,Intertidal rocky pools,-999.0,-999.0,,,,,GJAP4
