autoID,link.citation,link.methodology,interaction.type,interaction.dimensionality,interaction.classification,con.taxonomy,con.taxonomy.level,con.common,con.lifestage,con.metabolic.type,con.movement.type,con.size.citation,con.size.method,con.length.min.cm.,con.length.mean.cm.,con.length.max.cm.,con.mass.min.g.,con.mass.mean.g.,con.mass.max.g.,res.taxonomy,res.taxonomy.level,res.common,res.lifestage,res.metabolic.type,res.movement.type,res.size.citation,res.size.method,res.length.min.cm.,res.length.mean.cm.,res.length.max.cm.,res.mass.min.g.,res.mass.mean.g.,res.mass.max.g.,geographic.location,longitude,latitude,ecosystem.type,study.site,altitude,depth,sampling.time,sampling.start.year,sampling.end.year,notes,foodweb.name
200321,Mendonca et al. (2018),,herbivorous,,ibi,Hymeniacidon heliophila,species,Sun Sponge,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (SP),-45.166796,-23.524249,marine,Intertidal rocky pools,-999.0,-999.0,,,,,BP1
200322,Mendonca et al. (2018),,herbivorous,,ibi,Petaloconchus sp,genus,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (SP),-45.166796,-23.524249,marine,Intertidal rocky pools,-999.0,-999.0,,,,,BP1
200323,Mendonca et al. (2018),,herbivorous,,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Brasil (SP),-45.166796,-23.524249,marine,Intertidal rocky pools,-999.0,-999.0,,,,,BP1
200324,Mendonca et al. (2018),,predacious,2D,ibi,Microphrys bicornutus,species,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.01,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.166796,-23.524249,marine,Intertidal rocky pools,-999.0,-999.0,,,,,BP1
200325,Mendonca et al. (2018),,predacious,3D  ,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.166796,-23.524249,marine,Intertidal rocky pools,-999.0,-999.0,,,,,BP1
200326,Mendonca et al. (2018),,predacious,3D  ,ibi,Petaloconchus sp,genus,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.166796,-23.524249,marine,Intertidal rocky pools,-999.0,-999.0,,,,,BP1
200327,Mendonca et al. (2018),,predacious,3D  ,nibi,Mytilaster solisianus,species,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.08,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.166796,-23.524249,marine,Intertidal rocky pools,-999.0,-999.0,,,,,BP1
200328,Mendonca et al. (2018),,predacious,3D  ,nibi,Crassostrea virginica,species,Eastern oyster,,invertebrate,sessile,,,-999,-999.0,-999,-999,8.7,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.166796,-23.524249,marine,Intertidal rocky pools,-999.0,-999.0,,,,,BP1
200329,Mendonca et al. (2018),,predacious,3D  ,nibi,Isognomon bicolor,species,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.166796,-23.524249,marine,Intertidal rocky pools,-999.0,-999.0,,,,,BP1
200330,Mendonca et al. (2018),,predacious,3D  ,nibi,Cuspidariidae,family,small filter feeding bivalves,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.04,-999,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,Brasil (SP),-45.166796,-23.524249,marine,Intertidal rocky pools,-999.0,-999.0,,,,,BP1
