autoID,link.citation,link.methodology,interaction.type,interaction.dimensionality,interaction.classification,con.taxonomy,con.taxonomy.level,con.common,con.lifestage,con.metabolic.type,con.movement.type,con.size.citation,con.size.method,con.length.min.cm.,con.length.mean.cm.,con.length.max.cm.,con.mass.min.g.,con.mass.mean.g.,con.mass.max.g.,res.taxonomy,res.taxonomy.level,res.common,res.lifestage,res.metabolic.type,res.movement.type,res.size.citation,res.size.method,res.length.min.cm.,res.length.mean.cm.,res.length.max.cm.,res.mass.min.g.,res.mass.mean.g.,res.mass.max.g.,geographic.location,longitude,latitude,ecosystem.type,study.site,altitude,depth,sampling.time,sampling.start.year,sampling.end.year,notes,foodweb.name
204889,Mendonca et al. (2018),,predacious,2D,ibi,Hydrozoa,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.01,-999,Sphaeromatidae,family,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.05,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204890,Mendonca et al. (2018),,predacious,2D,ibi,Helcogramma obtusirostris,species,,,ectotherm vertebrate,swimming,,,-999,-999.0,-999,-999,0.602,-999,Sphaeromatidae,family,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.05,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204891,Mendonca et al. (2018),,predacious,2D,ibi,Antennablennius bifilum,species,Horned rockskipper,,ectotherm vertebrate,swimming,,,-999,-999.0,-999,-999,1.203,-999,Sphaeromatidae,family,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.05,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204892,Mendonca et al. (2018),,predacious,2D,ibi,Physalia physalis,species,Man-of-war,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.01,-999,Tanaidacea,,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204893,Mendonca et al. (2018),,predacious,2D,ibi,Hydrozoa,class,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.01,-999,Tanaidacea,,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204894,Mendonca et al. (2018),,predacious,2D,ibi,Nemertea,,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0004,-999,Tanaidacea,,,,invertebrate,walking,,,-999,-999.0,-999,-999,0.0002,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204895,Mendonca et al. (2018),,herbivorous,,ibi,Iotrochota purpurea,species,,,invertebrate,sessile,,,-999,-999.0,-999,-999,111.2,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204896,Mendonca et al. (2018),,herbivorous,,ibi,Tedania anhelans,species,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204897,Mendonca et al. (2018),,herbivorous,,ibi,Zooplankton,,Zooplankton,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204898,Mendonca et al. (2018),,herbivorous,,ibi,Copepoda,,,,invertebrate,swimming,,,-999,-999.0,-999,-999,0.001,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204899,Mendonca et al. (2018),,herbivorous,,ibi,Palythoa nelliae,species,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204900,Mendonca et al. (2018),,herbivorous,,ibi,Isaurus tuberculatus,species,snake polyp,,invertebrate,sessile,,,-999,-999.0,-999,-999,203.53,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204901,Mendonca et al. (2018),,herbivorous,,ibi,Zoanthus sansibaricus,species,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204902,Mendonca et al. (2018),,herbivorous,,ibi,Sycon sp.,genus,,,invertebrate,sessile,,,-999,-999.0,-999,-999,0.01,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
204903,Mendonca et al. (2018),,herbivorous,,ibi,Hymeniacidon sp.,genus,,,invertebrate,sessile,,,-999,-999.0,-999,-999,12.47,-999,PhytoP,,PhytoPlamcton,,primary producer,other,,,-999,-999.0,-999,-999,0.0001,-999,Mozambique,32.993542,-25.971569,marine,Intertidal rocky pools,-999.0,-999.0,,,,,F2P3
